,open,high,low,close,rsi,macd,macd_signal,bb_high,bb_low,atr
2025-02-27,1.26729,1.26888,1.25977,1.25985,,,,,,0.0
2025-02-28,1.26001,1.2622,1.25589,1.25744,,,,,,0.0
2025-03-03,1.258,1.27243,1.25768,1.26993,,,,,,0.0
2025-03-04,1.26985,1.27994,1.26783,1.27931,,,,,,0.0
2025-03-05,1.27927,1.29006,1.27671,1.28942,,,,,,0.0
2025-03-06,1.2893,1.2924,1.28655,1.28797,,,,,,0.0
2025-03-07,1.28784,1.29444,1.2873,1.29194,,,,,,0.0
2025-03-10,1.29139,1.29464,1.28612,1.28772,,,,,,0.0
2025-03-11,1.28774,1.29659,1.28718,1.29429,,,,,,0.0
2025-03-12,1.29428,1.29892,1.29132,1.29604,,,,,,0.0
2025-03-13,1.29617,1.29733,1.29205,1.29488,,,,,,0.0
2025-03-14,1.2949,1.29587,1.29106,1.2932,,,,,,0.0
2025-03-17,1.29294,1.29986,1.29247,1.29864,,,,,,0.0
2025-03-18,1.29869,1.30096,1.29512,1.30014,81.32604579595923,,,,,0.008407857142857142
2025-03-19,1.30008,1.3011,1.29548,1.3003,81.41304461097104,,,,,0.008208724489795914
2025-03-20,1.30029,1.30145,1.29356,1.29684,73.44453115851078,,,,,0.00818595845481049
2025-03-21,1.29684,1.29703,1.28873,1.2911,62.51314707872331,,,,,0.008194104279466883
2025-03-24,1.29025,1.2974,1.2895,1.29208,63.511693511999695,,,,,0.008173096830933535
2025-03-25,1.29203,1.29667,1.29017,1.2945,65.9254496424241,,,,,0.008053589914438278
2025-03-26,1.2945,1.2949,1.28711,1.28744,54.581610770075145,,,1.3121638395569863,1.2641391604430139,0.00803476206340697
2025-03-27,1.28744,1.2992,1.28704,1.29512,62.20112121398707,,,1.3102538726334576,1.2695761273665427,0.008329421916020754
2025-03-28,1.295,1.29681,1.2922,1.2938,60.32780848357517,,,1.3056089779475177,1.2778570220524823,0.008063748922019272
2025-03-31,1.29285,1.29726,1.2886,1.29156,57.180640960113074,,,1.3024475690332833,1.2831814309667167,0.00810633828473219
2025-04-01,1.2915,1.29407,1.2879,1.29209,57.74236120068815,,,1.3008557571557602,1.2860512428442399,0.00796802840725132
2025-04-02,1.29216,1.30249,1.29001,1.29967,64.84534427339315,,,1.3015960678896064,1.2863359321103935,0.008290312092447643
2025-04-03,1.29967,1.32074,1.29722,1.3099,71.74748460268064,0.00657154254617609,,1.304911193060503,1.2852138069394965,0.009378146942987097
2025-04-04,1.31012,1.31135,1.28527,1.28915,50.21266083114616,0.0055484883290872755,,1.3050205464346545,1.2848254535653456,0.010571136447059454
2025-04-07,1.2839,1.29338,1.27079,1.27195,39.60191601590432,0.0033116397165069422,,1.3080861529128271,1.2801828470871728,0.011429626700840913
2025-04-08,1.27233,1.28146,1.272,1.27629,42.88176165345124,0.0018675943395107808,,1.3092060064724653,1.2772629935275348,0.011292510507923714
2025-04-09,1.27629,1.28639,1.27429,1.28176,46.80280174578903,0.0011512899063710336,,1.3091880882778522,1.2758529117221478,0.011350188328786304
2025-04-10,1.2817,1.29958,1.28091,1.29657,55.674938731943406,0.0017583871179414068,,1.3093365922733013,1.2758734077266987,0.01187303201958728
2025-04-11,1.29665,1.31449,1.29641,1.3085,61.27734584535768,0.003165675393468792,,1.3114825558660284,1.2752574441339715,0.012316386875331037
2025-04-14,1.30913,1.3201,1.30615,1.31824,65.15018125494323,0.005009155661833908,,1.3153826384459963,1.2733173615540039,0.012433073527093117
2025-04-15,1.31823,1.32519,1.31637,1.32222,66.61933648864456,0.006713886291899618,0.004455083439077752,1.3196643113569404,1.2712436886430594,0.01217499684658647
2025-04-16,1.32222,1.32921,1.32117,1.32415,67.33839398617727,0.008126950047171455,0.005189456760696492,1.3238576427727689,1.2694353572272312,0.011879639928973154
2025-04-17,1.32415,1.32731,1.32021,1.32629,68.15745742403803,0.009312148715294288,0.006013995151616052,1.3282439596846207,1.2679940403153793,0.011538237076903634
2025-04-18,1.32631,1.32985,1.32536,1.3294,69.35999894137454,0.01038269298558614,0.006887734718410069,1.3328774348995354,1.2671905651004645,0.011034791571410508
2025-04-21,1.32841,1.34218,1.32765,1.33762,72.33396108749393,0.011758843704640087,0.007861956515656073,1.338750546594326,1.265871453405674,0.011284449316309753
2025-04-22,1.33758,1.34236,1.3288,1.32899,65.18091868952902,0.012014587502136909,0.00869248271295224,1.3420630744559134,1.2660079255440864,0.011446988650859058
2025-04-23,1.32911,1.3339,1.32324,1.32606,62.90642334442844,0.011844306004424654,0.009322847371246723,1.3443476799063037,1.267585320093696,0.011390775175797703
2025-04-24,1.32539,1.3349,1.32505,1.33341,66.10195839508572,0.01216224151471379,0.009890726199940136,1.347700009982671,1.2680619900173287,0.011280719806097862
2025-04-25,1.33316,1.33396,1.32735,1.3314,64.46637928460456,0.012112393364487772,0.010335059632849664,1.3502874076374907,1.2692345923625092,0.010947096962805158
2025-04-28,1.33045,1.34442,1.32797,1.34344,69.35738495995409,0.012895761413575846,0.010847199988994902,1.3544984941598353,1.2702115058401646,0.011340161465461922
2025-04-29,1.34343,1.34436,1.338,1.34043,66.87897577532242,0.013122437105441476,0.011302247412284219,1.3575296148071907,1.2720143851928094,0.01098443564650035
2025-04-30,1.34049,1.34145,1.33087,1.33235,60.6170927365475,0.012505930173365432,0.011542983964500462,1.359227921208653,1.2735840787913468,0.010955547386036043
2025-05-01,1.33238,1.33453,1.32601,1.3271,56.88988966349278,0.011461590780161846,0.011526705327632739,1.3602213868100392,1.2743106131899609,0.010781579715604903
2025-05-02,1.32713,1.33306,1.32604,1.32641,56.39905609305741,0.01045771700166731,0.011312907662439654,1.360237427797717,1.278020572202283,0.010512895450204538
2025-05-05,1.32648,1.33364,1.32593,1.32885,57.78606862748279,0.009746673819067242,0.010999660893765173,1.3570632390342128,1.2868847609657872,0.010312688632332779
2025-05-06,1.32893,1.34025,1.32599,1.33712,62.17776267143592,0.009738230598294484,0.010747374834671034,1.3536987093566977,1.2963322906433026,0.010594639444309006
2025-05-07,1.33733,1.33772,1.32797,1.3293,56.22161420984533,0.00899682088859155,0.010397264045455138,1.3481190461425716,1.3066659538574283,0.010534308055429787
2025-05-08,1.32939,1.33562,1.32361,1.32471,53.01170456085994,0.007947262615877415,0.009907263759539594,1.3440672758367147,1.3135317241632856,0.010639714622899093
2025-05-09,1.32483,1.33225,1.32117,1.32976,55.988949773924304,0.007437241033370512,0.009413259214305778,1.3419602549570226,1.3177647450429772,0.010671163578406298
2025-05-12,1.32695,1.32991,1.31394,1.31697,47.738825432078244,0.005932611690570244,0.008717129709558673,1.3421507754189497,1.3174472245810502,0.011049651894234406
2025-05-13,1.31692,1.33159,1.31665,1.33047,55.23655220171257,0.005763086003868656,0.00812632096842067,1.3420642436064472,1.318358756393553,0.011327533901789089
2025-05-14,1.33046,1.33602,1.3253,1.32578,52.42274732136511,0.0051904594857532516,0.007539148671887186,1.3419994189229743,1.3185865810770256,0.011284138623089872
2025-05-15,1.32578,1.33194,1.3257,1.32998,54.65066661512358,0.0050177126754265,0.00703486147259505,1.3420411877768375,1.318913812223163,0.010923843007154866
2025-05-16,1.32998,1.33325,1.325,1.32773,53.21307232410228,0.004645700642544437,0.006557029306584928,1.34201159596475,1.31877640403525,0.010732854220929525
2025-05-19,1.32752,1.34036,1.3273,1.33614,57.69281591625768,0.004972178957037832,0.006240059236675509,1.3417701930114811,1.3188698069885187,0.010899078919434563
2025-05-20,1.33599,1.33946,1.33345,1.33849,58.87766475820547,0.005358768189680507,0.006063801027276509,1.3427616377901301,1.3188283622098698,0.010549858996617813
2025-05-21,1.33847,1.34687,1.33835,1.34158,60.446262744284404,0.005847078634746206,0.006020456548770449,1.3442031382196435,1.3189388617803566,0.010404869068287975
2025-05-22,1.34157,1.34408,1.33905,1.34176,60.54068668384287,0.006177383642877343,0.006051841967591828,1.3453661100630936,1.3186108899369064,0.010020949849124538
2025-05-23,1.34188,1.35422,1.3417,1.35344,66.18219272621243,0.007297509975255023,0.0063009755691244675,1.3494020584479285,1.3167789415520719,0.010199453431329933
2025-05-26,1.3526,1.35932,1.35223,1.35615,67.34862140357214,0.008308121660448364,0.006702404787389247,1.352417633850474,1.3150343661495258,0.009977349614806369
2025-05-27,1.35617,1.35867,1.34998,1.35095,62.867779692234855,0.008590417178358623,0.0070800072655831225,1.3542173445750427,1.3142866554249573,0.009885396070891634
2025-05-28,1.35094,1.3522,1.34496,1.3466,59.31270121644701,0.008366683841354972,0.007337342580737493,1.3556128766674331,1.314316123332567,0.009696439208685098
2025-05-29,1.3467,1.35072,1.34148,1.34902,60.64597998652165,0.008289095798501789,0.007527693224290352,1.3572428497044164,1.3148781502955833,0.009663836408064728
2025-05-30,1.34876,1.35106,1.34476,1.34513,57.39045741623297,0.007823531425343422,0.007586860864500966,1.3580443571593452,1.315948642840655,0.009423562378917245
2025-06-02,1.34537,1.35595,1.345,1.35391,62.30849425798289,0.008070014820443339,0.007683491655689442,1.360173743635761,1.3163252563642391,0.009532593637566015
2025-06-03,1.35421,1.35591,1.34914,1.35144,60.20329931096242,0.007974125573636304,0.007741618439278814,1.3616186353017679,1.3163123646982322,0.009335265520597009
2025-06-04,1.35128,1.35799,1.35008,1.35456,61.95201439211706,0.008057014333845869,0.007804697618192226,1.3633960888041936,1.317060911195806,0.009233460840554372
2025-06-05,1.35475,1.36162,1.35402,1.35748,63.56561614520389,0.008263072315960462,0.007896372557745873,1.365047951749232,1.3186860482507683,0.009116785066229063
2025-06-06,1.3576,1.3584,1.3504,1.3521,58.631809835185095,0.007901173899486746,0.007897332826094047,1.3658748876193172,1.3200931123806827,0.00903701470435556
2025-06-09,1.3522,1.3581,1.3516,1.3547,60.23802434865084,0.007735000793708258,0.00786486641961689,1.3649170582831622,1.324823941716838,0.008855799368330175
2025-06-10,1.3555,1.3564,1.3453,1.3494,55.5068313386492,0.007093868009480531,0.0077106667375896176,1.3648146167979096,1.32681938320209,0.009016099413449457
2025-06-11,1.3494,1.3567,1.3461,1.3544,58.79482188186551,0.006909574597228518,0.007550448309517397,1.364193669181246,1.330302330818754,0.009129235169631636
2025-06-12,1.3552,1.3623,1.3519,1.3609,62.65814592593753,0.0072049620993415164,0.007481351067482222,1.364770041311922,1.3328179586880782,0.009220004086086517
2025-06-13,1.3609,1.3632,1.3513,1.3564,58.56434718345206,0.006995308864822247,0.007384142626950228,1.3632599991847396,1.3371950008152607,0.009411432365651768
2025-06-16,1.3554,1.3622,1.3527,1.3574,59.20225406486686,0.0068311040928790145,0.0072735349201359855,1.3629491268059426,1.3396318731940573,0.009417758625248074
2025-06-17,1.3576,1.3584,1.3412,1.3424,47.41147480268129,0.005428025093859645,0.006904432954880718,1.3623859236694686,1.3405860763305313,0.009973633009158933
2025-06-18,1.343,1.3476,1.3397,1.3418,47.00818022731032,0.004219025592133496,0.006367351482331274,1.362357285631614,1.340636714368386,0.009825516365647583
2025-06-19,1.3426,1.347,1.338,1.3466,50.626504309497726,0.003606629679474782,0.0058152071217599756,1.3619147474418463,1.3415632525581533,0.009766550910958462
2025-06-20,1.3455,1.3511,1.3438,1.3449,49.34150357507495,0.002950118583465944,0.0052421894141011696,1.3618757220713271,1.340748277928673,0.009590368703032847
2025-06-23,1.3414,1.3531,1.3367,1.3522,54.66303357021319,0.0029844746354992235,0.00479064645838078,1.3614543577843334,1.3407746422156666,0.0100767709385305
2025-06-24,1.3507,1.3648,1.3505,1.3614,60.32025003137012,0.00371128379722907,0.004574773926150438,1.3629052529258197,1.3403687470741803,0.010378430157206893
2025-06-25,1.3614,1.3671,1.3588,1.3663,62.97052440202789,0.004629310533089015,0.004585681247538154,1.3653113287450616,1.3399326712549384,0.010229970860263542
2025-06-26,1.3662,1.377,1.365,1.3727,66.15062689372715,0.005806347884169005,0.0048298145748643245,1.3690848080687026,1.3385271919312975,0.010356401513101863
2025-06-27,1.3731,1.3752,1.3679,1.3714,64.93081608192597,0.006558655234625732,0.005175582706816607,1.3716541913790445,1.3385848086209555,0.010138087119308878
2025-06-30,1.3686,1.374,1.3671,1.3733,65.91994684617526,0.00722489426721018,0.005585445018895322,1.3744042896783057,1.3377737103216945,0.009906795182215395
2025-07-01,1.3733,1.3788,1.3701,1.3745,66.56143408585115,0.007760267933569098,0.006020409601830078,1.3770814189431104,1.3374025810568897,0.009820595526342861
